#{"t_start": 1709852568.9109983, "env_id": null}
r,l,t
6.899996,69,253.195431
7.899995,79,253.200199
10.400003,104,253.209577
8.899998,89,253.214298
9.900002,99,253.214365
7.3999953,74,253.219044
6.2999964,63,253.219113
7.499995,75,253.219139
13.500015,135,253.223805
9.099998,91,253.228486
8.699997,87,253.228554
10.300003,103,253.246921
8.499996,85,253.256217
9.6,96,253.274815
10.200003,102,253.274895
8.099995,81,253.274922
7.499995,75,253.284295
11.2000065,112,253.289161
10.700005,107,253.293967
11.900009,119,253.298788
7.599995,76,253.303615
8.899998,89,253.317857
11.400007,114,253.322651
9.4,94,253.327433
6.799996,68,253.3275
7.3999953,74,253.332264
7.899995,79,253.33233
7.3999953,74,253.332359
6.799996,68,253.34644
9.199999,92,253.351317
13.400015,134,253.351383
8.499996,85,253.375059
7.9999948,80,253.375128
9.800001,98,253.380203
10.500004,105,253.38027
11.2000065,112,253.405517
11.400007,114,253.410812
11.900009,119,253.455934
5.9999967,60,253.476089
10.200003,102,253.481243
12.10001,121,253.486291
8.399996,84,253.486361
10.600004,106,253.491247
5.799997,58,253.491317
11.100006,111,253.496199
12.800013,128,253.521791
12.400011,124,253.5271
6.9999957,70,253.542771
12.20001,122,253.553273
7.599995,76,253.558698
9.099998,91,253.564134
6.3999963,64,253.575088
7.899995,79,253.585529
12.400011,124,253.591199
7.3999953,74,253.596542
4.9999976,50,253.601727
9.700001,97,253.6018
7.899995,79,253.607418
10.200003,102,253.617756
11.400007,114,253.639149
9.800001,98,253.639275
8.799997,88,253.655537
8.799997,88,253.665537
10.900005,109,253.670556
11.300007,113,253.670625
11.400007,114,253.675994
9.6,96,253.676111
7.499995,75,253.713281
10.600004,106,253.71336
7.499995,75,253.730228
8.199995,82,253.730311
7.599995,76,253.730331
8.699997,87,253.73035
7.599995,76,253.735289
10.000002,100,253.735363
8.799997,88,253.735382
7.0999956,71,253.754556
9.5,95,253.769065
6.799996,68,253.774605
13.100014,131,253.774691
9.6,96,253.784882
10.500004,105,253.790002
12.700012,127,253.79505
8.199995,82,253.809608
9.099998,91,253.809689
11.600008,116,253.81445
12.500011,125,253.81454
9.4,94,253.819237
8.599997,86,253.834069
3.7999985,38,253.844121
0.2,2,257.89801
0.2,2,257.898093
0.3,3,257.903406
0.3,3,257.903481
0.8000001,8,257.93178
0.8000001,8,257.931861
0.9000001,9,257.937098
1.2000002,12,257.954166
1.2000002,12,257.954245
1.3000002,13,257.960156
1.7000003,17,257.982004
2.1000001,21,258.002947
2.2,22,258.008592
2.3999999,24,258.01899
2.5999997,26,258.029922
2.6999996,27,258.035192
2.8999994,29,258.046054
3.4999988,35,258.078263
3.6999986,37,258.08868
4.399998,44,258.126796
4.399998,44,258.126875
4.399998,44,258.126897
4.399998,44,258.126916
4.499998,45,258.132205
4.699998,47,258.142711
4.699998,47,258.14279
4.9999976,50,258.158181
5.0999975,51,258.163531
5.1999974,52,258.168762
5.1999974,52,258.168843
5.1999974,52,258.168864
5.399997,54,258.179229
5.399997,54,258.179308
5.399997,54,258.179328
5.699997,57,258.194894
5.8999968,59,258.205255
5.9999967,60,258.210567
6.0999966,61,258.215806
6.0999966,61,258.215885
6.1999965,62,258.221009
6.2999964,63,258.226274
6.2999964,63,258.226353
6.599996,66,258.241746
6.799996,68,258.251983
6.9999957,70,258.262336
7.1999955,72,258.272998
7.3999953,74,258.283425
7.499995,75,258.288557
7.499995,75,258.288638
7.599995,76,258.293905
7.599995,76,258.293983
7.699995,77,258.299195
7.799995,78,258.304304
7.899995,79,258.3096
8.099995,81,258.33451
8.799997,88,258.35425
7.9999948,80,258.359304
9.199999,92,258.374156
9.4,94,258.384162
9.4,94,258.38424
9.4,94,258.384271
8.799997,88,258.394105
9.099998,91,258.408696
7.499995,75,258.418453
7.2999954,73,258.423417
9.199999,92,258.437958
8.499996,85,258.442881
10.600004,106,258.442957
8.499996,85,258.447927
10.600004,106,258.452916
6.499996,65,258.457913
9.6,96,258.477608
11.800009,118,258.503619
11.900009,119,258.509006
7.699995,77,258.519322
11.000006,110,258.5244
7.1999955,72,258.524478
12.20001,122,258.524499
7.599995,76,258.555507
10.600004,106,258.566024
6.799996,68,258.571244
8.399996,84,258.571324
8.599997,86,258.581258
7.599995,76,258.581352
13.400015,134,258.600531
6.2999964,63,258.610737
9.5,95,258.61588
8.599997,86,258.615957
8.199995,82,258.620886
6.699996,67,258.620963
6.799996,68,258.63076
8.099995,81,258.630838
8.299995,83,258.635693
8.299995,83,258.645463
9.700001,97,258.660033
14.900021,149,258.660112
8.199995,82,258.664987
12.00001,120,258.689947
9.5,95,258.721448
7.699995,77,258.721534
11.000006,110,258.721557
12.600012,126,258.732075
12.10001,121,258.742697
7.699995,77,258.748062
9.099998,91,258.753271
9.6,96,258.758383
8.099995,81,258.7634
7.699995,77,258.763478
9.199999,92,258.763498
10.900005,109,258.768535
16.900028,169,258.773666
9.6,96,258.773744
7.1999955,72,258.783962
7.9999948,80,258.789586
8.099995,81,258.794689
5.799997,58,258.799694
12.20001,122,258.799772
11.600008,116,258.799791
7.9999948,80,258.814636
13.800016,138,258.829718
13.100014,131,258.834623
10.600004,106,258.839983
13.200014,132,258.849886
11.100006,111,258.869732
8.199995,82,258.875313
7.899995,79,258.880692
16.600027,166,258.885726
12.700012,127,258.90665
18.500034,185,258.906748
10.500004,105,258.916692
10.400003,104,258.952488
10.300003,103,258.963343
7.899995,79,259.006028
8.799997,88,259.006116
6.899996,69,259.01629
11.2000065,112,259.021239
9.800001,98,259.026245
11.700008,117,259.041419
11.900009,119,259.051044
8.599997,86,259.051122
7.899995,79,259.051142
4.9999976,50,259.056437
7.699995,77,259.061411
8.799997,88,259.070982
13.600016,136,259.085436
8.899998,89,259.090409
11.2000065,112,259.095301
10.400003,104,259.100181
11.500008,115,259.105249
10.600004,106,259.105332
13.000013,130,259.115351
9.5,95,259.115426
12.20001,122,259.144183
8.299995,83,259.144264
7.2999954,73,259.153782
11.300007,113,259.186878
8.399996,84,259.191708
2.8999994,29,259.191785
8.499996,85,259.191806
11.100006,111,259.191822
8.099995,81,259.201318
0.2,2,263.219072
0.2,2,263.219155
0.2,2,263.219177
0.2,2,263.219194
0.4,4,263.230285
0.4,4,263.230372
0.6,6,263.242134
0.70000005,7,263.247485
0.70000005,7,263.247562
0.70000005,7,263.247584
0.70000005,7,263.2476
0.70000005,7,263.247616
0.9000001,9,263.258876
1.5000002,15,263.293045
1.6000003,16,263.298649
1.6000003,16,263.29873
1.7000003,17,263.304187
1.8000003,18,263.309943
1.9000003,19,263.315621
2.4999998,25,263.348536
2.4999998,25,263.348616
2.5999997,26,263.353675
2.8999994,29,263.36925
3.399999,34,263.396139
3.399999,34,263.396216
3.4999988,35,263.401436
3.7999985,38,263.418201
4.0999985,41,263.434524
4.1999984,42,263.440096
4.1999984,42,263.440177
4.399998,44,263.450417
4.8999977,49,263.476471
5.0999975,51,263.486331
5.1999974,52,263.491835
5.1999974,52,263.491912
5.499997,55,263.506955
5.699997,57,263.517401
5.8999968,59,263.528603
6.1999965,62,263.544354
6.2999964,63,263.549994
6.499996,65,263.560901
6.599996,66,263.566441
6.599996,66,263.566534
6.1999965,62,263.566554
6.699996,67,263.571835
6.699996,67,263.571928
6.899996,69,263.582895
6.599996,66,263.599815
6.499996,65,263.599896
7.3999953,74,263.610703
7.699995,77,263.627238
7.699995,77,263.637722
7.899995,79,263.648695
7.3999953,74,263.648781
8.099995,81,263.648802
8.199995,82,263.654394
8.199995,82,263.654488
8.199995,82,263.66553
8.399996,84,263.665608
8.499996,85,263.670819
8.499996,85,263.670906
8.799997,88,263.686756
9.099998,91,263.701851
8.599997,86,263.712531
9.4,94,263.753252
10.200003,102,263.758728
10.200003,102,263.758805
7.699995,77,263.758825
10.100002,101,263.763819
6.899996,69,263.768825
6.2999964,63,263.768904
10.500004,105,263.774175
7.1999955,72,263.779241
10.600004,106,263.779318
8.999998,90,263.779338
9.700001,97,263.779355
10.900005,109,263.794784
8.399996,84,263.814657
11.900009,119,263.845727
7.2999954,73,263.861638
8.199995,82,263.87181
11.700008,117,263.871895
12.600012,126,263.882558
7.0999956,71,263.882643
10.800005,108,263.887712
10.200003,102,263.88779
7.0999956,71,263.892861
6.599996,66,263.907732
9.5,95,263.917464
10.700005,107,263.917544
13.400015,134,263.922849
4.599998,46,263.92294
12.20001,122,263.937647
13.3000145,133,263.937729
12.500011,125,263.958875
7.499995,75,263.958961
7.599995,76,263.969316
12.700012,127,263.97997
8.299995,83,263.985087
6.499996,65,263.990459
4.499998,45,264.010255
7.899995,79,264.010335
8.399996,84,264.010355
11.800009,118,264.015215
7.0999956,71,264.034747
7.9999948,80,264.059403
11.000006,110,264.059486
9.800001,98,264.073884
11.300007,113,264.078795
8.499996,85,264.098417
7.699995,77,264.103386
8.899998,89,264.103463
6.899996,69,264.108539
12.10001,121,264.118218
9.4,94,264.118295
10.500004,105,264.123162
11.500008,115,264.13753
9.700001,97,264.142425
10.400003,104,264.142516
5.499997,55,264.147321
4.8999977,49,264.166686
16.700027,167,264.171547
8.299995,83,264.176454
14.100018,141,264.176531
8.099995,81,264.186276
12.300011,123,264.196007
11.300007,113,264.200961
11.900009,119,264.205876
11.2000065,112,264.220329
7.0999956,71,264.234806
9.199999,92,264.239702
7.899995,79,264.23978
9.6,96,264.259046
11.700008,117,264.259127
9.299999,93,264.259148
7.0999956,71,264.268727
7.1999955,72,264.273586
10.000002,100,264.273663
10.100002,101,264.273683
9.299999,93,264.278498
6.3999963,64,264.292951
8.999998,90,264.307392
13.200014,132,264.326803
11.500008,115,264.326884
12.700012,127,264.336546
17.700031,177,264.341732
8.199995,82,264.341811
7.899995,79,264.346784
9.4,94,264.356547
7.3999953,74,264.371168
9.199999,92,264.37605
8.599997,86,264.390776
8.899998,89,264.395839
10.600004,106,264.395921
6.2999964,63,264.411109
7.699995,77,264.411187
7.1999955,72,264.425673
5.1999974,52,264.425752
18.100033,181,264.444983
9.199999,92,264.464389
14.200018,142,264.464465
9.800001,98,264.469331
8.099995,81,264.498279
6.2999964,63,264.508033
10.200003,102,264.508114
0.1,1,268.423853
0.1,1,268.423936
0.2,2,268.429004
0.2,2,268.429081
0.2,2,268.429101
0.4,4,268.442026
0.5,5,268.447903
0.5,5,268.448019
0.5,5,268.448061
0.70000005,7,268.459801
0.70000005,7,268.459879
0.9000001,9,268.469759
1.0000001,10,268.475405
1.3000002,13,268.490908
1.4000002,14,268.498936
1.4000002,14,268.499042
1.5000002,15,268.505101
1.6000003,16,268.512264
1.6000003,16,268.512356
1.9000003,19,268.530276
2.2,22,268.547487
2.3999999,24,268.558579
2.4999998,25,268.567145
2.5999997,26,268.573464
3.0999992,31,268.59691
3.199999,32,268.601589
3.199999,32,268.60166
3.199999,32,268.601682
3.8999984,39,268.634239
4.0999985,41,268.643699
4.0999985,41,268.64378
4.1999984,42,268.6485
4.1999984,42,268.64858
4.399998,44,268.657933
4.699998,47,268.672111
4.699998,47,268.672193
4.799998,48,268.676872
4.9999976,50,268.68631
5.399997,54,268.705194
5.699997,57,268.71932
6.0999966,61,268.7382
6.0999966,61,268.738284
6.0999966,61,268.738306
6.0999966,61,268.738324
6.2999964,63,268.74782
6.499996,65,268.757347
6.599996,66,268.762104
6.599996,66,268.762183
6.799996,68,268.771579
7.1999955,72,268.790493
7.1999955,72,268.79059
7.2999954,73,268.795322
7.2999954,73,268.795403
7.3999953,74,268.800084
7.599995,76,268.809572
7.9999948,80,268.828798
8.199995,82,268.838213
8.299995,83,268.842986
8.499996,85,268.862451
8.799997,88,268.876764
9.099998,91,268.881554
9.299999,93,268.891434
8.899998,89,268.896534
6.1999965,62,268.896616
9.4,94,268.901545
8.299995,83,268.915995
7.9999948,80,268.920802
5.799997,58,268.925581
9.4,94,268.930338
10.300003,103,268.939775
10.500004,105,268.949204
6.3999963,64,268.953927
10.400003,104,268.963326
9.5,95,268.968121
8.399996,84,268.9682
10.400003,104,268.968222
9.4,94,268.972929
9.099998,91,268.987611
8.899998,89,268.997072
7.1999955,72,269.001893
9.299999,93,269.006982
8.599997,86,269.011842
10.500004,105,269.011918
11.700008,117,269.011939
11.700008,117,269.016674
10.300003,103,269.016752
9.199999,92,269.041748
8.399996,84,269.04676
11.700008,117,269.051926
12.700012,127,269.056998
7.799995,78,269.06207
11.900009,119,269.067082
8.299995,83,269.072128
9.5,95,269.092672
7.2999954,73,269.092757
13.000013,130,269.097929
13.700016,137,269.110442
7.599995,76,269.133389
9.5,95,269.138996
8.999998,90,269.150117
13.000013,130,269.150204
8.799997,88,269.186136
9.099998,91,269.191258
6.1999965,62,269.211915
8.499996,85,269.227151
8.699997,87,269.232258
6.2999964,63,269.247266
10.300003,103,269.252346
12.300011,123,269.252427
8.699997,87,269.267223
10.100002,101,269.267304
9.099998,91,269.267325
7.9999948,80,269.286977
11.400007,114,269.287063
16.500027,165,269.291905
6.3999963,64,269.302489
10.700005,107,269.307405
7.799995,78,269.317145
8.399996,84,269.317224
10.500004,105,269.317245
8.599997,86,269.331563
15.000021,150,269.336361
10.200003,102,269.351057
7.599995,76,269.355979
7.1999955,72,269.365564
13.900017,139,269.365645
8.299995,83,269.384683
7.3999953,74,269.389487
8.299995,83,269.389565
6.599996,66,269.394344
6.799996,68,269.408627
10.200003,102,269.413455
7.1999955,72,269.418257
8.999998,90,269.42313
14.000017,140,269.432704
11.100006,111,269.432786
8.499996,85,269.437518
13.600016,136,269.437597
13.100014,131,269.442356
7.799995,78,269.461374
6.699996,67,269.480365
10.900005,109,269.485264
7.899995,79,269.490137
8.999998,90,269.495009
7.799995,78,269.500135
13.400015,134,269.509775
10.300003,103,269.529089
11.600008,116,269.53393
10.600004,106,269.543745
6.899996,69,269.548569
5.799997,58,269.548649
10.700005,107,269.553379
15.300022,153,269.553457
12.600012,126,269.558234
9.5,95,269.567738
8.799997,88,269.572632
14.500019,145,269.582228
7.3999953,74,269.591647
7.699995,77,269.601152
13.400015,134,269.616294
7.1999955,72,269.639896
10.500004,105,269.663572
7.1999955,72,269.663653
12.400011,124,269.663673
10.000002,100,269.677893
7.799995,78,269.692339
15.800024,158,269.697222
7.1999955,72,269.697299
0.2,2,273.570259
0.2,2,273.570339
0.4,4,273.580405
0.5,5,273.585477
0.6,6,273.590736
0.70000005,7,273.595882
1.0000001,10,273.611968
1.2000002,12,273.622247
1.3000002,13,273.627407
1.4000002,14,273.632451
1.6000003,16,273.642528
1.7000003,17,273.647621
1.8000003,18,273.65296
1.9000003,19,273.658433
2.0000002,20,273.663989
2.0000002,20,273.664073
2.2,22,273.67484
2.3999999,24,273.684969
2.4999998,25,273.689904
2.4999998,25,273.689983
2.5999997,26,273.694844
2.7999995,28,273.704611
2.8999994,29,273.709517
3.0999992,31,273.719289
3.199999,32,273.724247
3.299999,33,273.729191
3.4999988,35,273.739028
3.6999986,37,273.748898
3.6999986,37,273.748978
3.7999985,38,273.753849
3.9999983,40,273.763697
3.9999983,40,273.763778
3.9999983,40,273.763799
4.1999984,42,273.773484
4.699998,47,273.797616
4.699998,47,273.797696
4.9999976,50,273.812124
4.9999976,50,273.812206
5.1999974,52,273.821871
5.1999974,52,273.821954
5.2999973,53,273.826869
5.8999968,59,273.85575
5.8999968,59,273.855829
6.1999965,62,273.870345
6.1999965,62,273.87043
6.2999964,63,273.875283
6.799996,68,273.899348
6.899996,69,273.904259
6.3999963,64,273.914
7.3999953,74,273.92865
7.3999953,74,273.928743
7.3999953,74,273.928764
6.699996,67,273.954613
7.9999948,80,273.95971
8.099995,81,273.964639
8.199995,82,273.969546
7.9999948,80,273.979388
8.599997,86,273.989531
8.699997,87,273.994786
8.799997,88,273.999821
8.099995,81,274.014968
7.499995,75,274.029928
8.399996,84,274.050287
10.200003,102,274.070307
10.500004,105,274.085162
10.600004,106,274.090175
9.299999,93,274.09025
6.3999963,64,274.090271
8.599997,86,274.100096
10.700005,107,274.105068
11.000006,110,274.110062
10.600004,106,274.120008
8.599997,86,274.134879
9.900002,99,274.144799
11.800009,118,274.150022
10.100002,101,274.150095
11.900009,119,274.1556
8.499996,85,274.160949
9.199999,92,274.161032
10.000002,100,274.161053
12.400011,124,274.18179
7.699995,77,274.18187
12.400011,124,274.191858
12.20001,122,274.196684
10.500004,105,274.211373
5.599997,56,274.211454
9.199999,92,274.220979
10.700005,107,274.221056
7.2999954,73,274.221076
9.299999,93,274.225915
8.299995,83,274.22599
11.700008,117,274.244865
10.100002,101,274.249669
5.9999967,60,274.263826
11.000006,110,274.268594
8.099995,81,274.273364
9.199999,92,274.278137
6.1999965,62,274.278216
9.299999,93,274.282953
10.700005,107,274.283028
9.6,96,274.287795
10.700005,107,274.292701
12.400011,124,274.297894
6.0999966,61,274.31723
11.600008,116,274.322066
8.799997,88,274.341222
10.600004,106,274.350732
12.800013,128,274.350809
9.199999,92,274.355571
14.500019,145,274.360353
9.6,96,274.388595
14.200018,142,274.393373
6.799996,68,274.421619
8.799997,88,274.4217
7.699995,77,274.426474
12.900013,129,274.431223
7.0999956,71,274.436069
14.500019,145,274.440926
8.999998,90,274.441004
10.100002,101,274.474881
7.799995,78,274.480114
6.9999957,70,274.49121
10.100002,101,274.491289
6.9999957,70,274.496488
7.499995,75,274.501592
12.900013,129,274.507034
9.700001,97,274.507106
8.899998,89,274.522116
7.499995,75,274.527314
